OID_	NAME	ZONE_CODE	COUNT	AREA	MIN	MAX	RANGE	MEAN	STD	SUM	VARIETY	MAJORITY	MINORITY	MEDIAN	PCT90	Date	Year	Month	MERGE_SRC
416	Sidinda	3	6	0.06	1592	2805	1213	2191.333333	538.7465906	13148	6	1592	1592	1703	2805	1611	2016	11	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1611_WMA
417	Simangani	4	5	0.05	1477	2572	1095	2140.4	510.9820349	10702	5	1477	1477	2533	2572	1611	2016	11	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1611_WMA
418	Unknown 16	5	1	0.01	1550	1550	0	1550	0	1550	1	1550	1550	1550	1550	1611	2016	11	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1611_WMA
419	Chidobe	6	1	0.01	1720	1720	0	1720	0	1720	1	1720	1720	1720	1720	1611	2016	11	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1611_WMA
420	Jambezi	7	2	0.02	1728	1734	6	1731	3	3462	2	1728	1728	1728	1734	1611	2016	11	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1611_WMA
421	Kachecheti	8	2	0.02	1734	1745	11	1739.5	5.5	3479	2	1734	1734	1734	1745	1611	2016	11	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1611_WMA
422	Mabale	9	1	0.01	1666	1666	0	1666	0	1666	1	1666	1666	1666	1666	1611	2016	11	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1611_WMA
423	Nekatambe	1	4	0.04	2448	3260	812	2843.75	382.1899887	11375	4	2448	2448	2477	3260	1612	2016	12	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1612_WMA
424	Nemananga	2	2	0.02	2671	2679	8	2675	4	5350	2	2671	2671	2671	2679	1612	2016	12	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1612_WMA
425	Sidinda	3	6	0.06	2552	3309	757	2954.166667	336.1167539	17725	6	2552	2552	2706	3309	1612	2016	12	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1612_WMA
426	Simangani	4	5	0.05	2450	3126	676	2853	325.4332497	14265	5	2450	2450	3109	3126	1612	2016	12	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1612_WMA
427	Unknown 16	5	1	0.01	2445	2445	0	2445	0	2445	1	2445	2445	2445	2445	1612	2016	12	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1612_WMA
428	Chidobe	6	1	0.01	2802	2802	0	2802	0	2802	1	2802	2802	2802	2802	1612	2016	12	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1612_WMA
429	Jambezi	7	2	0.02	2682	2752	70	2717	35	5434	2	2682	2682	2682	2752	1612	2016	12	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1612_WMA
430	Kachecheti	8	2	0.02	2727	2793	66	2760	33	5520	2	2727	2727	2727	2793	1612	2016	12	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1612_WMA
431	Mabale	9	1	0.01	2616	2616	0	2616	0	2616	1	2616	2616	2616	2616	1612	2016	12	C:\Users\kem99059\Desktop\Zambezi\Climate\SoilMoisture\10to40\10_40Clip\10to40.gdb\tavg_1612_WMA
