OID_,NAME,ZONE_CODE,PRECIP_COUNT,PRECIP_AREA,PRECIP_MIN,PRECIP_MAX,PRECIP_RANGE,PRECIP_MEAN,PRECIP_STD,PRECIP_SUM,PRECIP_MEDIAN,PRECIP_PCT90,Date,PRECIP_Year,PRECIP_Month,MERGE_SRC
1,Nekatambe,1,15.000000000000000,0.037500001117587,128.267501831055000,140.730499267578000,12.462997436523400,134.439871215820000,3.313855694364010,2016.598068237300000,135.264587402344000,137.612954711914000,2015_01,2015,1,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_01_WMA
2,Nemananga,2,7.000000000000000,0.017500000521541,130.126434326172000,150.379913330078000,20.253479003906300,139.793147495815000,6.196150070160070,978.552032470703000,140.102096557617000,146.898657226563000,2015_01,2015,1,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_01_WMA
3,Sidinda,3,18.000000000000000,0.045000001341105,119.445747375488000,136.853790283203000,17.408042907714800,130.075490739611000,4.667887475417730,2341.358833312990000,129.615501403809000,136.262556457520000,2015_01,2015,1,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_01_WMA
4,Simangani,4,17.000000000000000,0.042500001266599,116.373748779297000,134.558013916016000,18.184265136718800,124.617990830365000,5.618744362599390,2118.505844116210000,125.262603759766000,132.698690795898000,2015_01,2015,1,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_01_WMA
5,Unknown 16,5,4.000000000000000,0.010000000298023,125.459045410156000,136.657043457031000,11.197998046875000,131.921722412109000,4.695352648317050,527.686889648438000,132.785400390625000,136.501870727539000,2015_01,2015,1,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_01_WMA
6,Chidobe,6,3.000000000000000,0.007500000223517,136.631179809570000,141.975067138672000,5.343887329101560,138.896789550781000,2.256044431935880,416.690368652344000,138.084121704102000,141.196878051758000,2015_01,2015,1,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_01_WMA
7,Jambezi,7,10.000000000000000,0.025000000745058,131.733566284180000,140.652572631836000,8.919006347656250,135.663684082031000,2.973296427545240,1356.636840820310000,135.049468994141000,139.731849670410000,2015_01,2015,1,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_01_WMA
8,Kachecheti,8,5.000000000000000,0.012500000372529,143.042480468750000,147.820404052734000,4.777923583984380,145.369577026367000,1.785314732435540,726.847885131836000,145.400802612305000,147.409204101563000,2015_01,2015,1,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_01_WMA
9,Mabale,9,5.000000000000000,0.012500000372529,125.627777099609000,134.755386352539000,9.127609252929690,129.611141967773000,3.095223224073100,648.055709838867000,130.002899169922000,132.967697143555000,2015_01,2015,1,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_01_WMA
10,Nekatambe,1,15.000000000000000,0.037500001117587,82.280197143554700,110.304374694824000,28.024177551269500,97.393368530273400,7.565294227459910,1460.900527954100000,98.849922180175800,105.007032775879000,2015_02,2015,2,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_02_WMA
11,Nemananga,2,7.000000000000000,0.017500000521541,93.928718566894500,107.345787048340000,13.417068481445300,101.254347664969000,4.093386578325470,708.780433654785000,101.685920715332000,105.897070312500000,2015_02,2015,2,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_02_WMA
12,Sidinda,3,18.000000000000000,0.045000001341105,83.009048461914100,100.524055480957000,17.515007019043000,92.064519670274500,4.654085985162650,1657.161354064940000,91.220550537109400,97.917918395996100,2015_02,2015,2,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_02_WMA
13,Simangani,4,17.000000000000000,0.042500001266599,81.166931152343800,94.089828491210900,12.922897338867200,86.040428161621100,3.769172324851510,1462.687278747560000,85.821220397949200,90.959097290039100,2015_02,2015,2,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_02_WMA
14,Unknown 16,5,4.000000000000000,0.010000000298023,77.699279785156300,87.100616455078100,9.401336669921880,82.182817459106400,3.464361158272780,328.731269836426000,81.965686798095700,85.964083099365200,2015_02,2015,2,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_02_WMA
15,Chidobe,6,3.000000000000000,0.007500000223517,84.993194580078100,89.221435546875000,4.228240966796880,87.196581522623700,1.730782274100520,261.589744567871000,87.375114440918000,88.852171325683600,2015_02,2015,2,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_02_WMA
16,Jambezi,7,10.000000000000000,0.025000000745058,92.440643310546900,106.009048461914000,13.568405151367200,99.387299346923800,3.697051077738640,993.872993469238000,99.805953979492200,103.160437774658000,2015_02,2015,2,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_02_WMA
17,Kachecheti,8,5.000000000000000,0.012500000372529,86.224113464355500,93.746864318847700,7.522750854492190,90.511436462402300,3.070511373249310,452.557182312012000,91.916442871093800,93.522410583496100,2015_02,2015,2,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_02_WMA
18,Mabale,9,5.000000000000000,0.012500000372529,97.969314575195300,105.282043457031000,7.312728881835940,101.375610351563000,2.499132372864900,506.878051757813000,101.210014343262000,104.237838745117000,2015_02,2015,2,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_02_WMA
19,Nekatambe,1,15.000000000000000,0.037500001117587,30.787895202636700,36.936103820800800,6.148208618164060,33.587505086263000,1.709471172137660,503.812576293945000,33.430709838867200,35.971233367919900,2015_03,2015,3,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_03_WMA
20,Nemananga,2,7.000000000000000,0.017500000521541,32.416007995605500,38.627872467041000,6.211864471435550,35.949530465262300,1.834603196731880,251.646713256836000,36.427749633789100,37.586114501953100,2015_03,2015,3,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_03_WMA
21,Sidinda,3,18.000000000000000,0.045000001341105,30.397682189941400,42.858402252197300,12.460720062255900,35.777079158359100,3.227631281306820,643.987424850464000,36.240596771240200,39.318875122070300,2015_03,2015,3,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_03_WMA
22,Simangani,4,17.000000000000000,0.042500001266599,30.539049148559600,41.562870025634800,11.023820877075200,36.294883952421300,2.753985655292000,617.013027191162000,36.514717102050800,39.196619415283200,2015_03,2015,3,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_03_WMA
23,Unknown 16,5,4.000000000000000,0.010000000298023,39.442222595214800,44.012809753418000,4.570587158203130,41.046695709228500,1.760774563570150,164.186782836914000,40.365875244140600,42.986515045166000,2015_03,2015,3,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_03_WMA
24,Chidobe,6,3.000000000000000,0.007500000223517,39.585933685302700,43.485912322998000,3.899978637695310,41.451960245768200,1.596581259651460,124.355880737305000,41.284034729003900,43.045536804199200,2015_03,2015,3,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_03_WMA
25,Jambezi,7,10.000000000000000,0.025000000745058,31.305412292480500,39.893104553222700,8.587692260742190,35.736677932739300,2.592449022568620,357.366779327393000,34.894462585449200,39.119845581054700,2015_03,2015,3,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_03_WMA
26,Kachecheti,8,5.000000000000000,0.012500000372529,35.898284912109400,43.339878082275400,7.441593170166020,40.236772918701200,2.864956017617790,201.183864593506000,41.476760864257800,43.037950897216800,2015_03,2015,3,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_03_WMA
27,Mabale,9,5.000000000000000,0.012500000372529,34.224784851074200,42.067852020263700,7.843067169189450,40.171447753906300,2.996827874411390,200.857238769531000,41.435062408447300,42.059766387939500,2015_03,2015,3,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_03_WMA
28,Nekatambe,1,15.000000000000000,0.037500001117587,45.827079772949200,67.917640686035200,22.090560913085900,58.924188741048200,5.580377066636970,883.862831115723000,60.571117401123000,63.785018920898400,2015_04,2015,4,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_04_WMA
29,Nemananga,2,7.000000000000000,0.017500000521541,56.845783233642600,66.807975769043000,9.962192535400390,60.270494733537900,3.123709688347740,421.893463134766000,58.991516113281300,63.976382446289100,2015_04,2015,4,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_04_WMA
30,Sidinda,3,18.000000000000000,0.045000001341105,50.391914367675800,56.819717407226600,6.427803039550780,53.429833094279000,1.756179406717680,961.736995697022000,53.215812683105500,55.460428619384800,2015_04,2015,4,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_04_WMA
31,Simangani,4,17.000000000000000,0.042500001266599,50.909942626953100,64.518325805664100,13.608383178710900,56.050724253935000,3.711466393594110,952.862312316895000,56.230407714843800,60.198046875000000,2015_04,2015,4,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_04_WMA
32,Unknown 16,5,4.000000000000000,0.010000000298023,54.022613525390600,64.294242858886700,10.271629333496100,59.343934059143100,4.151828532882010,237.375736236572000,59.529439926147500,63.714916610717800,2015_04,2015,4,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_04_WMA
33,Chidobe,6,3.000000000000000,0.007500000223517,66.364700317382800,69.635574340820300,3.270874023437500,67.662353515625000,1.418202602648830,202.987060546875000,66.986785888671900,69.105816650390600,2015_04,2015,4,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_04_WMA
34,Jambezi,7,10.000000000000000,0.025000000745058,54.698680877685500,59.681488037109400,4.982807159423830,56.625551223754900,1.373421388141980,566.255512237549000,56.325582504272500,57.996971511840800,2015_04,2015,4,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_04_WMA
35,Kachecheti,8,5.000000000000000,0.012500000372529,66.324226379394500,69.944541931152300,3.620315551757810,67.884143066406300,1.341758830417500,339.420715332031000,67.876983642578100,69.441361999511700,2015_04,2015,4,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_04_WMA
36,Mabale,9,5.000000000000000,0.012500000372529,60.640983581543000,67.951553344726600,7.310569763183590,63.081823730468700,2.866056079106670,315.409118652344000,61.227462768554700,66.678475952148400,2015_04,2015,4,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_04_WMA
37,Nekatambe,1,15.000000000000000,0.037500001117587,0.970377981662750,1.395792365074160,0.425414383411407,1.161554261048640,0.121404400303715,17.423313915729500,1.203473210334780,1.273799180984500,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_05_WMA
38,Nemananga,2,7.000000000000000,0.017500000521541,1.331851601600650,1.498683452606200,0.166831851005554,1.423510994230000,0.059250468673095,9.964576959609990,1.446664094924930,1.477082443237310,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_05_WMA
39,Sidinda,3,18.000000000000000,0.045000001341105,0.709380924701691,1.126761198043820,0.417380273342133,0.892065866125954,0.127541957960728,16.057185590267200,0.927726298570633,1.024816477298740,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_05_WMA
40,Simangani,4,17.000000000000000,0.042500001266599,0.586317002773285,0.751747310161591,0.165430307388306,0.687046938082751,0.047105089200575,11.679797947406800,0.706544637680054,0.742760467529297,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_05_WMA
41,Unknown 16,5,4.000000000000000,0.010000000298023,0.620446085929871,1.153496623039250,0.533050537109375,0.771173670887947,0.221418939342373,3.084694683551790,0.655375987291336,1.008289980888370,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_05_WMA
42,Chidobe,6,3.000000000000000,0.007500000223517,1.257078409194950,1.544208168983460,0.287129759788513,1.405119736989340,0.117391057287059,4.215359210968020,1.414072632789610,1.518181061744690,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_05_WMA
43,Jambezi,7,10.000000000000000,0.025000000745058,1.070668220520020,1.329602003097530,0.258933782577515,1.196878385543820,0.083423137416245,11.968783855438200,1.187545537948610,1.301058256626130,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_05_WMA
44,Kachecheti,8,5.000000000000000,0.012500000372529,1.196749448776250,1.533903837203980,0.337154388427734,1.351215434074400,0.114262444692093,6.756077170372010,1.347213983535770,1.480860614776610,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_05_WMA
45,Mabale,9,5.000000000000000,0.012500000372529,1.547534704208370,1.579521179199220,0.031986474990845,1.561755943298340,0.010981694908021,7.808779716491700,1.562598705291750,1.573984098434450,2015_05,2015,5,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_05_WMA
46,Nekatambe,1,15.000000000000000,0.037500001117587,0.511194467544556,0.842607140541077,0.331412672996521,0.654653330643972,0.098538268845813,9.819799959659580,0.647603154182434,0.794757056236267,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_06_WMA
47,Nemananga,2,7.000000000000000,0.017500000521541,0.592313170433044,0.637649476528168,0.045336306095123,0.621552177837917,0.013328962339384,4.350865244865420,0.625194966793060,0.632824254035950,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_06_WMA
48,Sidinda,3,18.000000000000000,0.045000001341105,0.483417987823486,0.727329134941101,0.243911147117615,0.593382779094908,0.068979879981798,10.680890023708300,0.583679884672165,0.691605043411255,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_06_WMA
49,Simangani,4,17.000000000000000,0.042500001266599,0.446213006973267,0.509590625762939,0.063377618789673,0.482556944384294,0.019418659108175,8.203468054533010,0.483439028263092,0.507935678958893,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_06_WMA
50,Unknown 16,5,4.000000000000000,0.010000000298023,0.418023765087128,0.518381476402283,0.100357711315155,0.472626641392708,0.039121167601660,1.890506565570830,0.477050662040710,0.512716346979141,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_06_WMA
51,Chidobe,6,3.000000000000000,0.007500000223517,0.508318245410919,0.536781072616577,0.028462827205658,0.520112514495850,0.012120290242349,1.560337543487550,0.515238225460052,0.532472503185272,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_06_WMA
52,Jambezi,7,10.000000000000000,0.025000000745058,0.583719611167908,0.657897949218750,0.074178338050842,0.630121374130249,0.020814086272389,6.301213741302490,0.635184824466705,0.653831827640533,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_06_WMA
53,Kachecheti,8,5.000000000000000,0.012500000372529,0.520169317722321,0.577715814113617,0.057546496391296,0.551101672649384,0.018593769661690,2.755508363246920,0.551392674446106,0.569979393482208,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_06_WMA
54,Mabale,9,5.000000000000000,0.012500000372529,0.798335671424866,0.922093093395233,0.123757421970367,0.868610250949860,0.045108860755042,4.343051254749300,0.869072496891022,0.917357122898102,2015_06,2015,6,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_06_WMA
55,Nekatambe,1,15.000000000000000,0.037500001117587,0.030400011688471,0.053254269063473,0.022854257375002,0.040589979787668,0.006237038743983,0.608849696815014,0.039445221424103,0.049425083398819,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_07_WMA
56,Nemananga,2,7.000000000000000,0.017500000521541,0.040438205003738,0.044027544558048,0.003589339554310,0.041852083589349,0.001180914388260,0.292964585125446,0.041425056755543,0.043524686247110,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_07_WMA
57,Sidinda,3,18.000000000000000,0.045000001341105,0.030757557600737,0.045683875679970,0.014926318079233,0.039146825878157,0.004514148901063,0.704642865806818,0.039122689515352,0.044405069202185,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_07_WMA
58,Simangani,4,17.000000000000000,0.042500001266599,0.025993827730417,0.035116080194712,0.009122252464294,0.029824618688401,0.002366779012489,0.507018517702818,0.029277816414833,0.032926578074694,2015_07,2015,7,C:\Users\kem99059\Desktop\Zambezi\Climate\Precipitation_CHIRPS\ExtractByMsk\Precip.gdb\precip_chirps_v2_0_2015_07_WMA
