OID_,NAME,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90,Date,Year,Month
52,Kachecheti,8,2620.000000000000000,0.015255130780000,122.666664123999993,182.666671753000003,60.000007629400002,145.773027831000007,11.624006517000000,381925.332915999984834,144.000000000000000,163.333328246999997,201707,2017,07
53,Mabale,9,1782.000000000000000,0.010375817958000,129.333328246999997,170.666671753000003,41.333343505899997,142.473998921000003,6.599458734850000,253888.666077000001678,142.000000000000000,151.666671753000003,201707,2017,07
54,Nekatambe,1,5886.000000000000000,0.034271641134000,103.333335876000007,153.666671753000003,50.333335876500001,134.917770698999988,4.933659174040000,794125.998337000026368,135.333328246999997,141.000000000000000,201708,2017,08
55,Nemananga,2,3135.000000000000000,0.018253753815000,122.333335876000007,181.000000000000000,58.666664123499999,140.704731358999993,12.679326348300000,441109.332808999984991,135.000000000000000,162.333328246999997,201708,2017,08
56,Sidinda,3,8451.000000000000000,0.049206530619000,121.333335876000007,150.333328246999997,28.999992370600001,133.099869495999997,3.670434138430000,1124826.997110000113025,132.666671753000003,137.666671753000003,201708,2017,08
57,Simangani,4,7231.000000000000000,0.042102996439000,120.000000000000000,155.000000000000000,35.000000000000000,134.183192362000000,4.497373626110000,970278.663971000001766,134.000000000000000,140.000000000000000,201708,2017,08
58,Unknown 16,5,1659.000000000000000,0.009659641971000,119.333335876000007,162.000000000000000,42.666664123499999,134.360859438999995,5.912256050310000,222904.665810000005877,133.333328246999997,141.333328246999997,201708,2017,08
59,Chidobe,6,1917.000000000000000,0.011161864773000,123.333335876000007,159.000000000000000,35.666664123499999,136.703007939999992,7.672664224240000,262059.666221999999834,134.666671753000003,148.000000000000000,201708,2017,08
60,Jambezi,7,3851.000000000000000,0.022422713219000,122.333335876000007,161.333328246999997,38.999992370599998,133.877174309999987,4.751173625370000,515560.998268000024837,133.000000000000000,139.333328246999997,201708,2017,08
61,Kachecheti,8,2620.000000000000000,0.015255130780000,121.333335876000007,165.333328246999997,43.999992370599998,140.404071058999989,9.723144175750001,367858.666176000027917,138.500000000000000,155.333328246999997,201708,2017,08
62,Mabale,9,1782.000000000000000,0.010375817958000,126.000000000000000,161.000000000000000,35.000000000000000,136.116161046999991,4.986567767850000,242558.998985000012908,135.333328246999997,143.333328246999997,201708,2017,08
63,Nekatambe,1,5886.000000000000000,0.034271641134000,113.666664123999993,163.666671753000003,50.000007629400002,133.563314064999986,3.963411896040000,786153.666588000021875,134.000000000000000,138.000000000000000,201710,2017,10
64,Nemananga,2,3135.000000000000000,0.018253753815000,122.333335876000007,158.000000000000000,35.666664123499999,135.270281716999989,6.225330052320000,424072.333182999980636,133.666671753000003,144.666671753000003,201710,2017,10
65,Sidinda,3,8451.000000000000000,0.049206530619000,122.666664123999993,149.666671753000003,27.000007629399999,132.368358747999991,3.139588331690000,1118644.999779999954626,132.000000000000000,136.333328246999997,201710,2017,10
66,Simangani,4,7231.000000000000000,0.042102996439000,122.333335876000007,149.666671753000003,27.333335876500001,132.522979571000008,2.811899789110000,958273.665276000043377,132.333328246999997,136.000000000000000,201710,2017,10
67,Unknown 16,5,1659.000000000000000,0.009659641971000,115.000000000000000,161.333328246999997,46.333328247099999,132.078561205000000,4.612597990870000,219118.333038000011584,131.666671753000003,136.000000000000000,201710,2017,10
68,Chidobe,6,1917.000000000000000,0.011161864773000,122.666664123999993,155.000000000000000,32.333335876500001,134.136150186999998,5.295626074040000,257138.999907999997959,133.333328246999997,141.333328246999997,201710,2017,10
69,Jambezi,7,3851.000000000000000,0.022422713219000,124.000000000000000,155.333328246999997,31.333328247099999,133.345278224999987,3.534348598230000,513512.666443000023719,133.000000000000000,137.666671753000003,201710,2017,10
70,Kachecheti,8,2620.000000000000000,0.015255130780000,121.666664123999993,173.000000000000000,51.333335876500001,134.812340965000004,5.007130710700000,353208.333327999978792,134.333328246999997,141.333328246999997,201710,2017,10
71,Mabale,9,1782.000000000000000,0.010375817958000,127.000000000000000,173.000000000000000,46.000000000000000,136.444257408999988,4.947269337930000,243143.666701999987708,135.000000000000000,142.666671753000003,201710,2017,10
72,Nekatambe,1,5886.000000000000000,0.034271641134000,101.000000000000000,149.666671753000003,48.666671752900001,132.099274506000000,3.782878255630000,777536.329741999972612,132.333328246999997,136.333328246999997,201709,2017,09
73,Nemananga,2,3135.000000000000000,0.018253753815000,122.333335876000007,156.333328246999997,33.999992370599998,135.184263229000010,7.986141248340000,423802.665221999981441,132.000000000000000,149.000000000000000,201709,2017,09
74,Sidinda,3,8451.000000000000000,0.049206530619000,121.333335876000007,143.333328246999997,21.999992370600001,130.203920057000005,2.646064758430000,1100353.328399999998510,130.000000000000000,133.666671753000003,201709,2017,09
75,Simangani,4,7231.000000000000000,0.042102996439000,120.666664123999993,143.000000000000000,22.333335876500001,130.984602679000005,3.111382721280000,947149.661972000030801,131.000000000000000,135.000000000000000,201709,2017,09
76,Unknown 16,5,1659.000000000000000,0.009659641971000,115.000000000000000,162.666671753000003,47.666671752900001,131.201526419000004,5.112953373030000,217663.332328999997117,130.333328246999997,135.666671753000003,201709,2017,09
77,Chidobe,6,1917.000000000000000,0.011161864773000,123.333335876000007,147.666671753000003,24.333335876500001,132.855329135999995,4.872993518950000,254683.665955000004033,132.000000000000000,139.333328246999997,201709,2017,09
78,Jambezi,7,3851.000000000000000,0.022422713219000,123.000000000000000,149.333328246999997,26.333328247099999,130.898467275000002,3.223570180490000,504089.997474999981932,130.333328246999997,134.666671753000003,201709,2017,09
79,Kachecheti,8,2620.000000000000000,0.015255130780000,122.666664123999993,151.000000000000000,28.333335876500001,135.172136821999999,6.040477730050000,354150.998474000021815,134.333328246999997,144.000000000000000,201709,2017,09
80,Mabale,9,1782.000000000000000,0.010375817958000,126.000000000000000,152.000000000000000,26.000000000000000,133.029741324000014,3.970388819200000,237058.999038999987533,132.333328246999997,138.000000000000000,201709,2017,09
81,Nekatambe,1,5886.000000000000000,0.034271641134000,111.333335876000007,174.666671753000003,63.333335876500001,136.760901509000007,8.364794620310001,804974.666283000027761,136.666671753000003,147.666671753000003,201711,2017,11
82,Nemananga,2,3135.000000000000000,0.018253753815000,111.333335876000007,176.666671753000003,65.333335876500001,141.045082274999999,8.275061946979999,442176.332931999990251,140.000000000000000,153.000000000000000,201711,2017,11
83,Sidinda,3,8451.000000000000000,0.049206530619000,119.333335876000007,175.666671753000003,56.333335876500001,137.357629994999996,6.462563264170000,1160809.331089999992400,136.666671753000003,146.333328246999997,201711,2017,11
84,Simangani,4,7231.000000000000000,0.042102996439000,119.000000000000000,172.333328246999997,53.333328247099999,137.653666692999991,5.210507526320000,995373.663856999948621,138.000000000000000,144.000000000000000,201711,2017,11
85,Unknown 16,5,1659.000000000000000,0.009659641971000,98.333335876500001,164.000000000000000,65.666664123499999,137.956198023000013,7.151504615280000,228869.332519999996293,137.000000000000000,148.000000000000000,201711,2017,11
86,Chidobe,6,1917.000000000000000,0.011161864773000,113.000000000000000,180.666671753000003,67.666671752900001,141.771169966000002,9.050956532340001,271775.332824999990407,140.333328246999997,154.333328246999997,201711,2017,11
87,Jambezi,7,3851.000000000000000,0.022422713219000,122.000000000000000,174.333328246999997,52.333328247099999,138.283129798999994,6.322069968460000,532528.332855000044219,137.666671753000003,146.333328246999997,201711,2017,11
88,Kachecheti,8,2620.000000000000000,0.015255130780000,123.333335876000007,176.000000000000000,52.666664123499999,141.908396734000007,7.965894710660000,371799.999443000007886,141.333328246999997,152.000000000000000,201711,2017,11
89,Mabale,9,1782.000000000000000,0.010375817958000,130.666671753000003,178.000000000000000,47.333328247099999,150.796296218999998,9.106646364570000,268718.999863000004552,150.000000000000000,163.666671753000003,201711,2017,11
90,Nekatambe,1,5886.000000000000000,0.034271641134000,113.000000000000000,186.333328246999997,73.333328247099999,144.473949374000000,13.585062478999999,850373.666015999973752,143.666671753000003,163.666671753000003,201712,2017,12
91,Nemananga,2,3135.000000000000000,0.018253753815000,121.333335876000007,187.000000000000000,65.666664123499999,155.202551854000006,11.886842151700000,486560.000060999998823,154.666671753000003,172.000000000000000,201712,2017,12
92,Sidinda,3,8451.000000000000000,0.049206530619000,117.333335876000007,183.333328246999997,65.999992370599998,146.285173291999996,9.077772673809999,1236255.999490000074729,145.666671753000003,158.000000000000000,201712,2017,12
93,Simangani,4,7231.000000000000000,0.042102996439000,119.666664123999993,178.000000000000000,58.333335876500001,144.293043815000004,7.313965999080000,1043382.999820000026375,144.666671753000003,152.666671753000003,201712,2017,12
94,Unknown 16,5,1659.000000000000000,0.009659641971000,97.000000000000000,172.000000000000000,75.000000000000000,145.203737265000001,7.542828513060000,240893.000121999997646,145.333328246999997,155.000000000000000,201712,2017,12
95,Chidobe,6,1917.000000000000000,0.011161864773000,121.666664123999993,185.333328246999997,63.666664123499999,155.240132068999998,11.593718618900001,297595.333175999985542,154.666671753000003,171.000000000000000,201712,2017,12
96,Jambezi,7,3851.000000000000000,0.022422713219000,121.000000000000000,186.000000000000000,65.000000000000000,150.609884963000013,11.046860632800000,579998.666991999954917,152.000000000000000,164.333328246999997,201712,2017,12
97,Kachecheti,8,2620.000000000000000,0.015255130780000,123.000000000000000,186.666671753000003,63.666671752900001,155.240458085000000,11.184019833500001,406730.000182999996468,154.666671753000003,170.333328246999997,201712,2017,12
98,Mabale,9,1782.000000000000000,0.010375817958000,133.666671753000003,185.000000000000000,51.333328247099999,159.593153682999997,10.278053125300000,284394.999863000004552,160.000000000000000,172.666671753000003,201712,2017,12
99,Nekatambe,1,5886.000000000000000,0.034271641134000,108.666664123999993,186.333328246999997,77.666664123499999,160.878242117000013,12.927386199500001,946929.333099000039510,164.666671753000003,174.333328246999997,201802,2018,02
100,Nemananga,2,3135.000000000000000,0.018253753815000,118.333335876000007,186.333328246999997,67.999992370599998,160.402977114000009,11.905452135000001,502863.333251999982167,160.666671753000003,176.000000000000000,201802,2018,02
101,Sidinda,3,8451.000000000000000,0.049206530619000,114.666664123999993,189.333328246999997,74.666664123499999,156.595116968000013,12.747142993700001,1323385.333499999949709,157.000000000000000,173.333328246999997,201802,2018,02
102,Simangani,4,7231.000000000000000,0.042102996439000,114.666664123999993,188.666671753000003,74.000007629400002,163.173604415999989,11.820535131500000,1179908.333529999945313,165.000000000000000,177.000000000000000,201802,2018,02
103,Unknown 16,5,1659.000000000000000,0.009659641971000,115.000000000000000,182.666671753000003,67.666671752900001,163.638336398000007,8.947996509259999,271476.000083999999333,164.333328246999997,174.000000000000000,201802,2018,02
104,Chidobe,6,1917.000000000000000,0.011161864773000,119.666664123999993,187.000000000000000,67.333335876500001,162.127803863999986,11.747441874500000,310799.000008000002708,163.000000000000000,176.466665648999992,201802,2018,02
105,Jambezi,7,3851.000000000000000,0.022422713219000,124.333335876000007,188.000000000000000,63.666664123499999,158.115727660999994,13.194434528500000,608903.667220999952406,158.666671753000003,175.000000000000000,201802,2018,02
106,Kachecheti,8,2620.000000000000000,0.015255130780000,123.666664123999993,186.000000000000000,62.333335876500001,160.749236620999994,10.085546448800001,421162.999947000003885,160.333328246999997,174.333328246999997,201802,2018,02
107,Mabale,9,1782.000000000000000,0.010375817958000,125.666664123999993,183.666671753000003,58.000007629400002,158.722783354999990,9.723408530020000,282843.999939000001177,159.333328246999997,170.333328246999997,201802,2018,02
108,Nekatambe,1,5886.000000000000000,0.034271641134000,113.333335876000007,187.333328246999997,73.999992370599998,156.353947274000006,15.178714996000000,920299.333655999973416,159.000000000000000,174.333328246999997,201801,2018,01
109,Nemananga,2,3135.000000000000000,0.018253753815000,134.000000000000000,188.000000000000000,54.000000000000000,165.012121250999996,10.833713110400000,517313.000121999997646,166.666671753000003,178.000000000000000,201801,2018,01
110,Sidinda,3,8451.000000000000000,0.049206530619000,126.666664123999993,188.333328246999997,61.666664123499999,163.266674612000003,9.323815730910001,1379766.667140000034124,164.333328246999997,174.333328246999997,201801,2018,01
111,Simangani,4,7231.000000000000000,0.042102996439000,123.666664123999993,188.333328246999997,64.666664123499999,160.668234038999998,10.838154856199999,1161792.000340000027791,161.666671753000003,174.000000000000000,201801,2018,01
112,Unknown 16,5,1659.000000000000000,0.009659641971000,112.666664123999993,182.666671753000003,70.000007629400002,161.375125615999991,9.128077775250000,267721.333396999980323,162.000000000000000,172.333328246999997,201801,2018,01
113,Chidobe,6,1917.000000000000000,0.011161864773000,127.333335876000007,188.666671753000003,61.333335876500001,161.286906533000007,11.440500479400001,309186.999825000006240,161.666671753000003,176.333328246999997,201801,2018,01
114,Jambezi,7,3851.000000000000000,0.022422713219000,131.666671753000003,188.333328246999997,56.666656494100003,164.134423999999996,11.091969606499999,632081.666823999956250,167.000000000000000,176.666671753000003,201801,2018,01
115,Kachecheti,8,2620.000000000000000,0.015255130780000,134.333328246999997,186.333328246999997,52.000000000000000,161.750636116999999,10.231895163500001,423786.666626000020187,162.333328246999997,174.666671753000003,201801,2018,01
116,Mabale,9,1782.000000000000000,0.010375817958000,127.333335876000007,185.000000000000000,57.666664123499999,157.074635228000005,10.678449403400000,279906.999976999999490,157.333328246999997,170.966667174999998,201801,2018,01
117,Nekatambe,1,5886.000000000000000,0.034271641134000,105.666664123999993,189.333328246999997,83.666664123499999,167.552100994000000,10.756656605800000,986211.666450000018813,170.000000000000000,179.333328246999997,201804,2018,04
118,Nemananga,2,3135.000000000000000,0.018253753815000,140.333328246999997,189.666671753000003,49.333343505899997,170.467091976000006,9.040263257090000,534414.333344000042416,170.666671753000003,182.333328246999997,201804,2018,04
119,Sidinda,3,8451.000000000000000,0.049206530619000,142.000000000000000,188.333328246999997,46.333328247099999,172.259180442999991,5.792418151000000,1455762.333919999888167,172.666671753000003,179.000000000000000,201804,2018,04
120,Simangani,4,7231.000000000000000,0.042102996439000,138.000000000000000,189.000000000000000,51.000000000000000,169.574056281999987,8.125416017139999,1226190.000980000011623,170.333328246999997,179.333328246999997,201804,2018,04
121,Unknown 16,5,1659.000000000000000,0.009659641971000,114.666664123999993,186.333328246999997,71.666664123499999,167.141450593000002,8.301608278950001,277287.666534000018146,167.333328246999997,177.000000000000000,201804,2018,04
122,Chidobe,6,1917.000000000000000,0.011161864773000,146.333328246999997,187.666671753000003,41.333343505899997,167.473830658999987,8.568074236199999,321047.333373999979813,168.000000000000000,179.000000000000000,201804,2018,04
123,Jambezi,7,3851.000000000000000,0.022422713219000,144.000000000000000,188.333328246999997,44.333328247099999,171.110880366000004,7.212328548900000,658948.000289999996312,172.000000000000000,179.333328246999997,201804,2018,04
124,Kachecheti,8,2620.000000000000000,0.015255130780000,139.333328246999997,188.000000000000000,48.666671752900001,168.309923733999995,8.965841044510000,440972.000182999996468,169.000000000000000,180.000000000000000,201804,2018,04
125,Mabale,9,1782.000000000000000,0.010375817958000,144.333328246999997,188.333328246999997,44.000000000000000,170.619341531999993,8.457625679410000,304043.666611000022385,172.000000000000000,180.633337401999995,201804,2018,04
126,Nekatambe,1,5886.000000000000000,0.034271641134000,96.333335876500001,188.333328246999997,91.999992370599998,170.736266795999995,10.077766517100001,1004953.666360000032000,173.333328246999997,181.000000000000000,201803,2018,03
127,Nemananga,2,3135.000000000000000,0.018253753815000,132.000000000000000,188.666671753000003,56.666671752900001,171.292929324999989,8.709284573900000,537003.333435000036843,173.333328246999997,181.000000000000000,201803,2018,03
128,Sidinda,3,8451.000000000000000,0.049206530619000,123.666664123999993,190.000000000000000,66.333335876500001,171.802587439000007,7.723645506320000,1451903.666449999902397,173.000000000000000,180.333328246999997,201803,2018,03
129,Simangani,4,7231.000000000000000,0.042102996439000,123.666664123999993,189.000000000000000,65.333335876500001,172.719033776999993,8.063502717970000,1248931.333240000065416,173.666671753000003,182.666671753000003,201803,2018,03
130,Unknown 16,5,1659.000000000000000,0.009659641971000,104.333335876000007,187.333328246999997,82.999992370599998,170.346192537999997,8.675940851949999,282604.333419999980833,172.000000000000000,179.666671753000003,201803,2018,03
131,Chidobe,6,1917.000000000000000,0.011161864773000,131.666671753000003,187.666671753000003,56.000000000000000,166.141540789999993,8.489461965669999,318493.333693999971729,166.000000000000000,177.333328246999997,201803,2018,03
132,Jambezi,7,3851.000000000000000,0.022422713219000,128.333328246999997,188.666671753000003,60.333343505899997,169.415563020000008,10.079959126800000,652419.333191000041552,170.666671753000003,181.333328246999997,201803,2018,03
133,Kachecheti,8,2620.000000000000000,0.015255130780000,130.333328246999997,184.666671753000003,54.333343505899997,166.730025318999992,7.677189801830000,436832.666336000023875,167.000000000000000,176.333328246999997,201803,2018,03
134,Mabale,9,1782.000000000000000,0.010375817958000,121.666664123999993,187.333328246999997,65.666664123499999,169.584923249000013,8.693467296570001,302200.333228999981657,170.666671753000003,179.666671753000003,201803,2018,03
135,Nekatambe,1,5886.000000000000000,0.034271641134000,113.333335876000007,183.000000000000000,69.666664123499999,157.007928389000000,10.253583054300000,924148.666496000019833,158.666671753000003,168.666671753000003,201805,2018,05
136,Nemananga,2,3135.000000000000000,0.018253753815000,131.666671753000003,186.333328246999997,54.666656494100003,159.941307732000013,11.592381032400001,501415.999741000006907,157.000000000000000,178.333328246999997,201805,2018,05
137,Sidinda,3,8451.000000000000000,0.049206530619000,128.666671753000003,185.666671753000003,57.000000000000000,155.943359718000011,6.409713043770000,1317877.332979999948293,155.666671753000003,163.666671753000003,201805,2018,05
138,Simangani,4,7231.000000000000000,0.042102996439000,126.666664123999993,184.666671753000003,58.000007629400002,156.908587942999986,8.705912660610000,1134605.999409999931231,156.666671753000003,167.666671753000003,201805,2018,05
139,Unknown 16,5,1659.000000000000000,0.009659641971000,92.000000000000000,179.666671753000003,87.666671752900001,155.884870266000007,9.035582823630000,258612.999771000002511,155.666671753000003,167.666671753000003,201805,2018,05
140,Chidobe,6,1917.000000000000000,0.011161864773000,136.000000000000000,185.000000000000000,49.000000000000000,155.824552151000006,9.348200679100000,298715.666473000019323,154.666671753000003,170.333328246999997,201805,2018,05
141,Jambezi,7,3851.000000000000000,0.022422713219000,131.666671753000003,185.000000000000000,53.333328247099999,155.882195036000013,7.283547259200000,600302.333084000041708,155.666671753000003,164.333328246999997,201805,2018,05
142,Kachecheti,8,2620.000000000000000,0.015255130780000,131.333328246999997,185.333328246999997,54.000000000000000,159.768702308000002,10.264893868000000,418594.000046000001021,159.000000000000000,174.333328246999997,201805,2018,05
143,Mabale,9,1782.000000000000000,0.010375817958000,136.333328246999997,188.333328246999997,52.000000000000000,161.754769990000000,9.393420433670000,288247.000121999997646,162.333328246999997,173.666671753000003,201805,2018,05
144,Nekatambe,1,5886.000000000000000,0.034271641134000,104.000000000000000,168.666671753000003,64.666671752900001,139.645486403000007,6.396759456270000,821953.332969999988563,140.000000000000000,146.666671753000003,201807,2018,07
145,Nemananga,2,3135.000000000000000,0.018253753815000,123.666664123999993,183.666671753000003,60.000007629400002,145.549069330999998,12.847493594500000,456296.332351999997627,140.333328246999997,167.333328246999997,201807,2018,07
146,Sidinda,3,8451.000000000000000,0.049206530619000,124.000000000000000,176.666671753000003,52.666671752900001,139.250069015999998,4.748253814170000,1176802.333249999908730,138.666671753000003,145.333328246999997,201807,2018,07
147,Simangani,4,7231.000000000000000,0.042102996439000,122.000000000000000,164.333328246999997,42.333328247099999,141.546259437999993,6.056803609800000,1023521.001999999978580,141.333328246999997,149.000000000000000,201807,2018,07
148,Unknown 16,5,1659.000000000000000,0.009659641971000,110.333335876000007,167.666671753000003,57.333335876500001,141.411694278999988,7.236933433930000,234602.000808999990113,140.666671753000003,151.000000000000000,201807,2018,07
149,Chidobe,6,1917.000000000000000,0.011161864773000,124.666664123999993,174.333328246999997,49.666664123499999,141.772735181999991,8.345395504940001,271778.333343999984208,140.000000000000000,154.000000000000000,201807,2018,07
150,Jambezi,7,3851.000000000000000,0.022422713219000,122.333335876000007,162.666671753000003,40.333335876500001,138.296372977999994,5.285003759760000,532579.332336000050418,137.666671753000003,145.333328246999997,201807,2018,07
151,Kachecheti,8,2620.000000000000000,0.015255130780000,123.000000000000000,176.333328246999997,53.333328247099999,146.590457890000010,11.650374254000001,384066.999672000005376,144.000000000000000,164.666671753000003,201807,2018,07
152,Mabale,9,1782.000000000000000,0.010375817958000,127.666664123999993,175.333328246999997,47.666664123499999,140.834268478000013,6.322324352360000,250966.666427999996813,140.666671753000003,149.000000000000000,201807,2018,07
153,Nekatambe,1,5886.000000000000000,0.034271641134000,109.333335876000007,174.000000000000000,64.666664123499999,147.217125188000011,8.514123047240000,866519.998856000020169,148.333328246999997,157.000000000000000,201806,2018,06
154,Nemananga,2,3135.000000000000000,0.018253753815000,124.333335876000007,183.666671753000003,59.333335876500001,151.721105604000002,13.107041162300000,475645.666069000028074,147.000000000000000,173.666671753000003,201806,2018,06
155,Sidinda,3,8451.000000000000000,0.049206530619000,124.666664123999993,166.666671753000003,42.000007629400002,144.995542613999987,5.172191829610000,1225357.330640000058338,144.666671753000003,151.333328246999997,201806,2018,06
156,Simangani,4,7231.000000000000000,0.042102996439000,123.000000000000000,169.333328246999997,46.333328247099999,147.592172269000002,7.290476260000000,1067238.997680000029504,147.333328246999997,157.000000000000000,201806,2018,06
157,Unknown 16,5,1659.000000000000000,0.009659641971000,99.000000000000000,171.333328246999997,72.333328247099999,146.959613651000012,8.426943058330000,243805.999046000011731,146.000000000000000,158.399996947999995,201806,2018,06
158,Chidobe,6,1917.000000000000000,0.011161864773000,128.000000000000000,179.000000000000000,51.000000000000000,147.428099264999986,9.799686626480000,282619.666290000022855,145.666671753000003,163.000000000000000,201806,2018,06
159,Jambezi,7,3851.000000000000000,0.022422713219000,126.333335876000007,171.333328246999997,44.999992370599998,144.698519607000009,5.787286353680000,557233.999008000013418,144.333328246999997,151.666671753000003,201806,2018,06
160,Kachecheti,8,2620.000000000000000,0.015255130780000,126.666664123999993,182.000000000000000,55.333335876500001,152.462467965000002,11.860383615300000,399451.666069000028074,150.333328246999997,170.666671753000003,201806,2018,06
161,Mabale,9,1782.000000000000000,0.010375817958000,129.666671753000003,176.333328246999997,46.666656494100003,150.085297273000009,8.313846890230000,267451.999741000006907,150.000000000000000,161.299995421999995,201806,2018,06
162,Nekatambe,1,5886.000000000000000,0.034271641134000,101.333335876000007,144.666671753000003,43.333335876500001,133.619661911000009,3.616839559940000,786485.330009000026621,134.333328246999997,137.666671753000003,201808,2018,08
163,Nemananga,2,3135.000000000000000,0.018253753815000,123.000000000000000,168.666671753000003,45.666671752900001,138.947261677999990,8.863866035619999,435599.665358999976888,135.333328246999997,154.000000000000000,201808,2018,08
164,Sidinda,3,8451.000000000000000,0.049206530619000,120.666664123999993,149.666671753000003,29.000007629399999,134.237130970000010,3.085768124790000,1134437.993830000050366,134.000000000000000,138.000000000000000,201808,2018,08
165,Simangani,4,7231.000000000000000,0.042102996439000,121.000000000000000,151.333328246999997,30.333328247099999,135.262157701000007,3.788384034890000,978080.662338000023738,135.333328246999997,139.333328246999997,201808,2018,08
166,Unknown 16,5,1659.000000000000000,0.009659641971000,101.000000000000000,162.000000000000000,61.000000000000000,135.881654993000012,5.543973525610000,225427.665634000004502,135.333328246999997,142.333328246999997,201808,2018,08
167,Chidobe,6,1917.000000000000000,0.011161864773000,125.666664123999993,150.333328246999997,24.666664123499999,136.189184051000012,5.085853546230000,261074.665825000003679,135.333328246999997,143.666671753000003,201808,2018,08
168,Jambezi,7,3851.000000000000000,0.022422713219000,124.000000000000000,145.666671753000003,21.666671752900001,133.558555490000003,3.237164956750000,514333.997191999980714,133.333328246999997,137.333328246999997,201808,2018,08
169,Kachecheti,8,2620.000000000000000,0.015255130780000,123.666664123999993,165.000000000000000,41.333335876500001,141.162340706000009,8.775357234990000,369845.332648999989033,139.166664123999993,155.000000000000000,201808,2018,08
170,Mabale,9,1782.000000000000000,0.010375817958000,125.666664123999993,148.000000000000000,22.333335876500001,134.752898922000014,3.879142256600000,240129.665877999999793,134.833335876000007,139.666671753000003,201808,2018,08
171,Nekatambe,1,5886.000000000000000,0.034271641134000,108.000000000000000,143.666671753000003,35.666671752900001,131.435609497999991,3.167853671730000,773629.997504999977536,132.000000000000000,134.666671753000003,201809,2018,09
172,Nemananga,2,3135.000000000000000,0.018253753815000,121.333335876000007,165.333328246999997,43.999992370599998,135.117915630999988,5.382576741950000,423594.665503999975044,134.000000000000000,141.333328246999997,201809,2018,09
173,Sidinda,3,8451.000000000000000,0.049206530619000,122.000000000000000,151.000000000000000,29.000000000000000,132.369029003999998,2.695974844100000,1118650.664120000088587,132.000000000000000,135.666671753000003,201809,2018,09
174,Simangani,4,7231.000000000000000,0.042102996439000,122.000000000000000,142.333328246999997,20.333328247099999,132.200801648000009,2.890440198740000,955943.996719000046141,132.333328246999997,135.333328246999997,201809,2018,09
175,Unknown 16,5,1659.000000000000000,0.009659641971000,99.000000000000000,167.333328246999997,68.333328247099999,132.925054926000001,5.056185105610000,220522.666121999995084,132.333328246999997,137.333328246999997,201809,2018,09
176,Chidobe,6,1917.000000000000000,0.011161864773000,124.000000000000000,154.000000000000000,30.000000000000000,133.499217240999997,3.795558225500000,255917.999451000010595,133.333328246999997,138.333328246999997,201809,2018,09
177,Jambezi,7,3851.000000000000000,0.022422713219000,123.000000000000000,149.000000000000000,26.000000000000000,132.277157125999992,2.758113516800000,509399.332091999996919,132.000000000000000,135.666671753000003,201809,2018,09
178,Kachecheti,8,2620.000000000000000,0.015255130780000,122.333335876000007,167.666671753000003,45.333335876500001,137.003434835000007,6.230927583000000,358948.999268000014126,135.833335876000007,147.000000000000000,201809,2018,09
179,Mabale,9,1782.000000000000000,0.010375817958000,125.666664123999993,155.333328246999997,29.666664123499999,132.598016840000014,3.400808124690000,236289.666008000000147,132.333328246999997,136.666671753000003,201809,2018,09
180,Nekatambe,1,5886.000000000000000,0.034271641134000,108.666664123999993,162.333328246999997,53.666664123499999,134.131215271999992,5.848958017070000,789496.333091999986209,135.333328246999997,140.000000000000000,201811,2018,11
181,Nemananga,2,3135.000000000000000,0.018253753815000,119.666664123999993,177.666671753000003,58.000007629400002,136.283891457000010,5.569288759110000,427249.999718000006396,136.000000000000000,142.333328246999997,201811,2018,11
182,Sidinda,3,8451.000000000000000,0.049206530619000,119.000000000000000,164.000000000000000,45.000000000000000,135.622490048999992,4.331476952580000,1146145.663410000037402,135.333328246999997,140.666671753000003,201811,2018,11
183,Simangani,4,7231.000000000000000,0.042102996439000,118.333335876000007,170.333328246999997,51.999992370599998,134.140367844999986,4.055278756590000,969968.999885999946855,134.333328246999997,138.666671753000003,201811,2018,11
184,Unknown 16,5,1659.000000000000000,0.009659641971000,112.333335876000007,162.333328246999997,49.999992370599998,134.146071868000007,5.163331829920000,222548.333229000010761,134.000000000000000,139.000000000000000,201811,2018,11
185,Chidobe,6,1917.000000000000000,0.011161864773000,123.666664123999993,176.666671753000003,53.000007629400002,138.710658802000012,5.425871089210000,265908.332923999987543,138.666671753000003,144.333328246999997,201811,2018,11
186,Jambezi,7,3851.000000000000000,0.022422713219000,121.666664123999993,169.333328246999997,47.666664123499999,134.523067580000003,4.511825401950000,518048.333251999982167,134.000000000000000,140.000000000000000,201811,2018,11
187,Kachecheti,8,2620.000000000000000,0.015255130780000,121.000000000000000,165.000000000000000,44.000000000000000,138.473536606000010,6.181549700730000,362800.665908999973908,137.666671753000003,147.666671753000003,201811,2018,11
188,Mabale,9,1782.000000000000000,0.010375817958000,121.000000000000000,177.666671753000003,56.666671752900001,136.493826989000013,6.097213462870000,243231.999695000005886,136.333328246999997,143.333328246999997,201811,2018,11
189,Nekatambe,1,5886.000000000000000,0.034271641134000,110.333335876000007,149.666671753000003,39.333335876500001,132.044908286999998,4.241145612090000,777216.330177000025287,133.000000000000000,136.000000000000000,201810,2018,10
